State,State FIPS,County FIPS,IECC Climate Zone,IECC Moisture Regime,BA Climate Zone,County Name
GA,13,265,3,A,Mixed-Humid,Taliaferro
GA,13,267,2,A,Hot-Humid,Tattnall
GA,13,269,3,A,Hot-Humid,Taylor
GA,13,271,3,A,Hot-Humid,Telfair
GA,13,273,3,A,Hot-Humid,Terrell
GA,13,275,2,A,Hot-Humid,Thomas
GA,13,277,3,A,Hot-Humid,Tift
GA,13,279,2,A,Hot-Humid,Toombs
GA,13,281,4,A,Mixed-Humid,Towns
GA,13,283,3,A,Hot-Humid,Treutlen
GA,13,285,3,A,Mixed-Humid,Troup
GA,13,287,3,A,Hot-Humid,Turner
GA,13,289,3,A,Hot-Humid,Twiggs
GA,13,291,4,A,Mixed-Humid,Union
GA,13,293,3,A,Mixed-Humid,Upson
GA,13,295,4,A,Mixed-Humid,Walker
GA,13,297,3,A,Mixed-Humid,Walton
GA,13,299,2,A,Hot-Humid,Ware
GA,13,301,3,A,Mixed-Humid,Warren
GA,13,303,3,A,Mixed-Humid,Washington
GA,13,305,2,A,Hot-Humid,Wayne
GA,13,307,3,A,Hot-Humid,Webster
GA,13,309,3,A,Hot-Humid,Wheeler
GA,13,311,4,A,Mixed-Humid,White
GA,13,313,4,A,Mixed-Humid,Whitfield
GA,13,315,3,A,Hot-Humid,Wilcox
GA,13,317,3,A,Mixed-Humid,Wilkes
GA,13,319,3,A,Mixed-Humid,Wilkinson
GA,13,321,3,A,Hot-Humid,Worth
GU,66,10,1,A,Hot-Humid,Guam
HI,15,1,1,A,Hot-Humid,Hawaii
HI,15,3,1,A,Hot-Humid,Honolulu
HI,15,5,1,A,Hot-Humid,Kalawao
HI,15,7,1,A,Hot-Humid,Kauai
HI,15,9,1,A,Hot-Humid,Maui
IA,19,1,5,A,Cold,Adair
IA,19,3,5,A,Cold,Adams
IA,19,5,6,A,Cold,Allamakee
IA,19,7,5,A,Cold,Appanoose
IA,19,9,5,A,Cold,Audubon
IA,19,11,5,A,Cold,Benton
IA,19,13,6,A,Cold,Black Hawk
IA,19,15,5,A,Cold,Boone
IA,19,17,6,A,Cold,Bremer
IA,19,19,6,A,Cold,Buchanan
IA,19,21,6,A,Cold,Buena Vista
IA,19,23,6,A,Cold,Butler
IA,19,25,6,A,Cold,Calhoun
IA,19,27,5,A,Cold,Carroll
IA,19,29,5,A,Cold,Cass
IA,19,31,5,A,Cold,Cedar
IA,19,33,6,A,Cold,Cerro Gordo
IA,19,35,6,A,Cold,Cherokee
IA,19,37,6,A,Cold,Chickasaw
IA,19,39,5,A,Cold,Clarke
IA,19,41,6,A,Cold,Clay
IA,19,43,6,A,Cold,Clayton
IA,19,45,5,A,Cold,Clinton
IA,19,47,6,A,Cold,Crawford
IA,19,49,5,A,Cold,Dallas
IA,19,51,5,A,Cold,Davis
IA,19,53,5,A,Cold,Decatur
IA,19,55,6,A,Cold,Delaware
IA,19,57,5,A,Cold,Des Moines
IA,19,59,6,A,Cold,Dickinson
IA,19,61,5,A,Cold,Dubuque
IA,19,63,6,A,Cold,Emmet
IA,19,65,6,A,Cold,Fayette
IA,19,67,6,A,Cold,Floyd
IA,19,69,6,A,Cold,Franklin
IA,19,71,5,A,Cold,Fremont
IA,19,73,5,A,Cold,Greene
IA,19,75,6,A,Cold,Grundy
IA,19,77,5,A,Cold,Guthrie
IA,19,79,6,A,Cold,Hamilton
IA,19,81,6,A,Cold,Hancock
IA,19,83,6,A,Cold,Hardin
IA,19,85,5,A,Cold,Harrison
IA,19,87,5,A,Cold,Henry
IA,19,89,6,A,Cold,Howard
IA,19,91,6,A,Cold,Humboldt
IA,19,93,6,A,Cold,Ida
IA,19,95,5,A,Cold,Iowa
IA,19,97,5,A,Cold,Jackson
IA,19,99,5,A,Cold,Jasper
IA,19,101,5,A,Cold,Jefferson
IA,19,103,5,A,Cold,Johnson
IA,19,105,5,A,Cold,Jones
IA,19,107,5,A,Cold,Keokuk
IA,19,109,6,A,Cold,Kossuth
IA,19,111,5,A,Cold,Lee
IA,19,113,5,A,Cold,Linn
IA,19,115,5,A,Cold,Louisa
IA,19,117,5,A,Cold,Lucas
IA,19,119,6,A,Cold,Lyon
IA,19,121,5,A,Cold,Madison
IA,19,123,5,A,Cold,Mahaska
IA,19,125,5,A,Cold,Marion
IA,19,127,5,A,Cold,Marshall
IA,19,129,5,A,Cold,Mills
IA,19,131,6,A,Cold,Mitchell
IA,19,133,5,A,Cold,Monona
IA,19,135,5,A,Cold,Monroe
IA,19,137,5,A,Cold,Montgomery
IA,19,139,5,A,Cold,Muscatine
IA,19,141,6,A,Cold,O'Brien
IA,19,143,6,A,Cold,Osceola
IA,19,145,5,A,Cold,Page
IA,19,147,6,A,Cold,Palo Alto
IA,19,149,6,A,Cold,Plymouth
IA,19,151,6,A,Cold,Pocahontas
IA,19,153,5,A,Cold,Polk County
IA,19,155,5,A,Cold,Pottawattamie
IA,19,157,5,A,Cold,Poweshiek
IA,19,159,5,A,Cold,Ringgold
IA,19,161,6,A,Cold,Sac
IA,19,163,5,A,Cold,Scott
IA,19,165,5,A,Cold,Shelby
IA,19,167,6,A,Cold,Sioux
IA,19,169,5,A,Cold,Story
IA,19,171,5,A,Cold,Tama
IA,19,173,5,A,Cold,Taylor
IA,19,175,5,A,Cold,Union
IA,19,177,5,A,Cold,Van Buren
IA,19,179,5,A,Cold,Wapello
IA,19,181,5,A,Cold,Warren
IA,19,183,5,A,Cold,Washington
IA,19,185,5,A,Cold,Wayne
IA,19,187,6,A,Cold,Webster
IA,19,189,6,A,Cold,Winnebago
IA,19,191,6,A,Cold,Winneshiek
IA,19,193,5,A,Cold,Woodbury
IA,19,195,6,A,Cold,Worth
IA,19,197,6,A,Cold,Wright
ID,16,1,5,B,Cold,Ada
ID,16,3,6,B,Cold,Adams
ID,16,5,6,B,Cold,Bannock
ID,16,7,6,B,Cold,Bear Lake
ID,16,9,5,B,Cold,Benewah
ID,16,11,6,B,Cold,Bingham
ID,16,13,6,B,Cold,Blaine
ID,16,15,6,B,Cold,Boise
ID,16,17,6,B,Cold,Bonner
ID,16,19,6,B,Cold,Bonneville
ID,16,21,6,B,Cold,Boundary
ID,16,23,6,B,Cold,Butte
ID,16,25,6,B,Cold,Camas
ID,16,27,5,B,Cold,Canyon
ID,16,29,6,B,Cold,Caribou
ID,16,31,5,B,Cold,Cassia
ID,16,33,6,B,Cold,Clark
ID,16,35,5,B,Cold,Clearwater
ID,16,37,6,B,Cold,Custer
ID,16,39,5,B,Cold,Elmore
ID,16,41,6,B,Cold,Franklin
ID,16,43,6,B,Cold,Fremont
ID,16,45,5,B,Cold,Gem
ID,16,47,5,B,Cold,Gooding
ID,16,49,5,B,Cold,Idaho
ID,16,51,6,B,Cold,Jefferson
ID,16,53,5,B,Cold,Jerome
ID,16,55,5,B,Cold,Kootenai
ID,16,57,5,B,Cold,Latah
ID,16,59,6,B,Cold,Lemhi
ID,16,61,5,B,Cold,Lewis
ID,16,63,5,B,Cold,Lincoln
ID,16,65,6,B,Cold,Madison
ID,16,67,5,B,Cold,Minidoka
ID,16,69,5,B,Cold,Nez Perce
ID,16,71,6,B,Cold,Oneida
ID,16,73,5,B,Cold,Owyhee
ID,16,75,5,B,Cold,Payette
ID,16,77,5,B,Cold,Power
ID,16,79,5,B,Cold,Shoshone
ID,16,81,6,B,Cold,Teton
ID,16,83,5,B,Cold,Twin Falls
ID,16,85,6,B,Cold,Valley
ID,16,87,5,B,Cold,Washington
IL,17,1,5,A,Cold,Adams
IL,17,3,4,A,Mixed-Humid,Alexander
IL,17,5,4,A,Mixed-Humid,Bond
IL,17,7,5,A,Cold,Boone
IL,17,9,5,A,Cold,Brown
IL,17,11,5,A,Cold,Bureau
IL,17,13,5,A,Cold,Calhoun
IL,17,15,5,A,Cold,Carroll
IL,17,17,5,A,Cold,Cass
IL,17,19,5,A,Cold,Champaign
IL,17,21,4,A,Mixed-Humid,Christian
IL,17,23,5,A,Cold,Clark
IL,17,25,4,A,Mixed-Humid,Clay
IL,17,27,4,A,Mixed-Humid,Clinton
IL,17,29,5,A,Cold,Coles
IL,17,31,5,A,Cold,Cook
IL,17,33,4,A,Mixed-Humid,Crawford
IL,17,35,5,A,Cold,Cumberland
IL,17,37,5,A,Cold,DeKalb
IL,17,39,5,A,Cold,DeWitt
IL,17,41,5,A,Cold,Douglas
IL,17,43,5,A,Cold,DuPage
IL,17,45,5,A,Cold,Edgar
IL,17,47,4,A,Mixed-Humid,Edwards
IL,17,49,4,A,Mixed-Humid,Effingham
IL,17,51,4,A,Mixed-Humid,Fayette
IL,17,53,5,A,Cold,Ford
IL,17,55,4,A,Mixed-Humid,Franklin
IL,17,57,5,A,Cold,Fulton
IL,17,59,4,A,Mixed-Humid,Gallatin
IL,17,61,5,A,Cold,Greene
IL,17,63,5,A,Cold,Grundy
IL,17,65,4,A,Mixed-Humid,Hamilton
IL,17,67,5,A,Cold,Hancock
IL,17,69,4,A,Mixed-Humid,Hardin
IL,17,71,5,A,Cold,Henderson
IL,17,73,5,A,Cold,Henry
IL,17,75,5,A,Cold,Iroquois
IL,17,77,4,A,Mixed-Humid,Jackson
IL,17,79,4,A,Mixed-Humid,Jasper
IL,17,81,4,A,Mixed-Humid,Jefferson
IL,17,83,5,A,Cold,Jersey
IL,17,85,5,A,Cold,Jo Daviess
IL,17,87,4,A,Mixed-Humid,Johnson
IL,17,89,5,A,Cold,Kane
IL,17,91,5,A,Cold,Kankakee
IL,17,93,5,A,Cold,Kendall
IL,17,95,5,A,Cold,Knox
IL,17,97,5,A,Cold,Lake
IL,17,99,5,A,Cold,LaSalle
IL,17,101,4,A,Mixed-Humid,Lawrence
IL,17,103,5,A,Cold,Lee
IL,17,105,5,A,Cold,Livingston
IL,17,107,5,A,Cold,Logan
IL,17,115,5,A,Cold,Macon
IL,17,117,4,A,Mixed-Humid,Macoupin
IL,17,119,4,A,Mixed-Humid,Madison
IL,17,121,4,A,Mixed-Humid,Marion
IL,17,123,5,A,Cold,Marshall
IL,17,125,5,A,Cold,Mason
IL,17,127,4,A,Mixed-Humid,Massac
IL,17,109,5,A,Cold,McDonough
IL,17,111,5,A,Cold,McHenry
IL,17,113,5,A,Cold,McLean
IL,17,129,5,A,Cold,Menard
IL,17,131,5,A,Cold,Mercer
IL,17,133,4,A,Mixed-Humid,Monroe
IL,17,135,4,A,Mixed-Humid,Montgomery
IL,17,137,5,A,Cold,Morgan
IL,17,139,5,A,Cold,Moultrie
IL,17,141,5,A,Cold,Ogle
IL,17,143,5,A,Cold,Peoria
IL,17,145,4,A,Mixed-Humid,Perry
IL,17,147,5,A,Cold,Piatt
IL,17,149,5,A,Cold,Pike
IL,17,151,4,A,Mixed-Humid,Pope
IL,17,153,4,A,Mixed-Humid,Pulaski
IL,17,155,5,A,Cold,Putnam
IL,17,157,4,A,Mixed-Humid,Randolph
IL,17,159,4,A,Mixed-Humid,Richland
IL,17,161,5,A,Cold,Rock Island
IL,17,165,4,A,Mixed-Humid,Saline
IL,17,167,5,A,Cold,Sangamon
IL,17,169,5,A,Cold,Schuyler
IL,17,171,5,A,Cold,Scott
IL,17,173,4,A,Mixed-Humid,Shelby
IL,17,163,4,A,Mixed-Humid,St. Clair
IL,17,175,5,A,Cold,Stark
IL,17,177,5,A,Cold,Stephenson
IL,17,179,5,A,Cold,Tazewell
IL,17,181,4,A,Mixed-Humid,Union
IL,17,183,5,A,Cold,Vermilion
IL,17,185,4,A,Mixed-Humid,Wabash
IL,17,187,5,A,Cold,Warren
IL,17,189,4,A,Mixed-Humid,Washington
IL,17,191,4,A,Mixed-Humid,Wayne
IL,17,193,4,A,Mixed-Humid,White
IL,17,195,5,A,Cold,Whiteside
IL,17,197,5,A,Cold,Will
IL,17,199,4,A,Mixed-Humid,Williamson
IL,17,201,5,A,Cold,Winnebago
IL,17,203,5,A,Cold,Woodford
IN,18,1,5,A,Cold,Adams
IN,18,3,5,A,Cold,Allen
IN,18,5,5,A,Cold,Bartholomew
IN,18,7,5,A,Cold,Benton
IN,18,9,5,A,Cold,Blackford
IN,18,11,5,A,Cold,Boone
IN,18,13,4,A,Mixed-Humid,Brown
IN,18,15,5,A,Cold,Carroll
IN,18,17,5,A,Cold,Cass
IN,18,19,4,A,Mixed-Humid,Clark
IN,18,21,5,A,Cold,Clay
IN,18,23,5,A,Cold,Clinton
IN,18,25,4,A,Mixed-Humid,Crawford
IN,18,27,4,A,Mixed-Humid,Daviess
IN,18,29,4,A,Mixed-Humid,Dearborn
IN,18,31,5,A,Cold,Decatur
IN,18,33,5,A,Cold,DeKalb
IN,18,35,5,A,Cold,Delaware
IN,18,37,4,A,Mixed-Humid,Dubois
IN,18,39,5,A,Cold,Elkhart
IN,18,41,5,A,Cold,Fayette
IN,18,43,4,A,Mixed-Humid,Floyd
IN,18,45,5,A,Cold,Fountain
IN,18,47,5,A,Cold,Franklin
IN,18,49,5,A,Cold,Fulton
IN,18,51,4,A,Mixed-Humid,Gibson
IN,18,53,5,A,Cold,Grant
IN,18,55,4,A,Mixed-Humid,Greene
IN,18,57,5,A,Cold,Hamilton
IN,18,59,5,A,Cold,Hancock
IN,18,61,4,A,Mixed-Humid,Harrison
IN,18,63,5,A,Cold,Hendricks
IN,18,65,5,A,Cold,Henry
IN,18,67,5,A,Cold,Howard
IN,18,69,5,A,Cold,Huntington
IN,18,71,4,A,Mixed-Humid,Jackson
IN,18,73,5,A,Cold,Jasper
IN,18,75,5,A,Cold,Jay
IN,18,77,4,A,Mixed-Humid,Jefferson
IN,18,79,4,A,Mixed-Humid,Jennings
IN,18,81,5,A,Cold,Johnson
IN,18,83,4,A,Mixed-Humid,Knox
IN,18,85,5,A,Cold,Kosciusko
IN,18,87,5,A,Cold,LaGrange
IN,18,89,5,A,Cold,Lake
IN,18,91,5,A,Cold,LaPorte
IN,18,93,4,A,Mixed-Humid,Lawrence
IN,18,95,5,A,Cold,Madison
IN,18,97,5,A,Cold,Marion
IN,18,99,5,A,Cold,Marshall
IN,18,101,4,A,Mixed-Humid,Martin
IN,18,103,5,A,Cold,Miami
IN,18,105,4,A,Mixed-Humid,Monroe
IN,18,107,5,A,Cold,Montgomery
IN,18,109,5,A,Cold,Morgan
IN,18,111,5,A,Cold,Newton
IN,18,113,5,A,Cold,Noble
IN,18,115,4,A,Mixed-Humid,Ohio
IN,18,117,4,A,Mixed-Humid,Orange
IN,18,119,5,A,Cold,Owen
IN,18,121,5,A,Cold,Parke
IN,18,123,4,A,Mixed-Humid,Perry
IN,18,125,4,A,Mixed-Humid,Pike
IN,18,127,5,A,Cold,Porter
IN,18,129,4,A,Mixed-Humid,Posey
IN,18,131,5,A,Cold,Pulaski
IN,18,133,5,A,Cold,Putnam
IN,18,135,5,A,Cold,Randolph
IN,18,137,4,A,Mixed-Humid,Ripley
IN,18,139,5,A,Cold,Rush
IN,18,143,4,A,Mixed-Humid,Scott
IN,18,145,5,A,Cold,Shelby
IN,18,147,4,A,Mixed-Humid,Spencer
IN,18,141,5,A,Cold,St. Joseph
IN,18,149,5,A,Cold,Starke
IN,18,151,5,A,Cold,Steuben
IN,18,153,4,A,Mixed-Humid,Sullivan
IN,18,155,4,A,Mixed-Humid,Switzerland
IN,18,157,5,A,Cold,Tippecanoe
IN,18,159,5,A,Cold,Tipton
IN,18,161,5,A,Cold,Union
IN,18,163,4,A,Mixed-Humid,Vanderburgh
IN,18,165,5,A,Cold,Vermillion
IN,18,167,5,A,Cold,Vigo
IN,18,169,5,A,Cold,Wabash
IN,18,171,5,A,Cold,Warren
IN,18,173,4,A,Mixed-Humid,Warrick
IN,18,175,4,A,Mixed-Humid,Washington
IN,18,177,5,A,Cold,Wayne
IN,18,179,5,A,Cold,Wells
IN,18,181,5,A,Cold,White
IN,18,183,5,A,Cold,Whitley
KS,20,1,4,A,Mixed-Humid,Allen
KS,20,3,4,A,Mixed-Humid,Anderson
KS,20,5,4,A,Mixed-Humid,Atchison
KS,20,7,4,A,Mixed-Humid,Barber
KS,20,9,4,A,Mixed-Humid,Barton
KS,20,11,4,A,Mixed-Humid,Bourbon
KS,20,13,4,A,Mixed-Humid,Brown
KS,20,15,4,A,Mixed-Humid,Butler
KS,20,17,4,A,Mixed-Humid,Chase
KS,20,19,4,A,Mixed-Humid,Chautauqua
KS,20,21,4,A,Mixed-Humid,Cherokee
KS,20,23,5,A,Cold,Cheyenne
KS,20,25,4,A,Mixed-Humid,Clark
KS,20,27,4,A,Mixed-Humid,Clay
KS,20,29,5,A,Cold,Cloud
KS,20,31,4,A,Mixed-Humid,Coffey
KS,20,33,4,A,Mixed-Humid,Comanche
KS,20,35,4,A,Mixed-Humid,Cowley
KS,20,37,4,A,Mixed-Humid,Crawford
KS,20,39,5,A,Cold,Decatur
KS,20,41,4,A,Mixed-Humid,Dickinson
KS,20,43,4,A,Mixed-Humid,Doniphan
KS,20,45,4,A,Mixed-Humid,Douglas
KS,20,47,4,A,Mixed-Humid,Edwards
KS,20,49,4,A,Mixed-Humid,Elk
KS,20,51,5,A,Cold,Ellis
KS,20,53,4,A,Mixed-Humid,Ellsworth
KS,20,55,4,A,Mixed-Humid,Finney
KS,20,57,4,A,Mixed-Humid,Ford
KS,20,59,4,A,Mixed-Humid,Franklin
KS,20,61,4,A,Mixed-Humid,Geary
KS,20,63,5,A,Cold,Gove
KS,20,65,5,A,Cold,Graham
KS,20,67,4,A,Mixed-Humid,Grant
KS,20,69,4,A,Mixed-Humid,Gray
KS,20,71,5,A,Cold,Greeley
KS,20,73,4,A,Mixed-Humid,Greenwood
KS,20,75,5,A,Cold,Hamilton
KS,20,77,4,A,Mixed-Humid,Harper
KS,20,79,4,A,Mixed-Humid,Harvey
KS,20,81,4,A,Mixed-Humid,Haskell
KS,20,83,4,A,Mixed-Humid,Hodgeman
KS,20,85,4,A,Mixed-Humid,Jackson
KS,20,87,4,A,Mixed-Humid,Jefferson
KS,20,89,5,A,Cold,Jewell
KS,20,91,4,A,Mixed-Humid,Johnson
KS,20,93,4,A,Mixed-Humid,Kearny
KS,20,95,4,A,Mixed-Humid,Kingman
KS,20,97,4,A,Mixed-Humid,Kiowa
KS,20,99,4,A,Mixed-Humid,Labette
KS,20,101,5,A,Cold,Lane
KS,20,103,4,A,Mixed-Humid,Leavenworth
KS,20,105,4,A,Mixed-Humid,Lincoln
KS,20,107,4,A,Mixed-Humid,Linn
KS,20,109,5,A,Cold,Logan
KS,20,111,4,A,Mixed-Humid,Lyon
KS,20,113,4,A,Mixed-Humid,McPherson
KS,20,115,4,A,Mixed-Humid,Marion
KS,20,117,4,A,Mixed-Humid,Marshall
KS,20,119,4,A,Mixed-Humid,Meade
KS,20,121,4,A,Mixed-Humid,Miami
KS,20,123,5,A,Cold,Mitchell
KS,20,125,4,A,Mixed-Humid,Montgomery
KS,20,127,4,A,Mixed-Humid,Morris
KS,20,129,4,A,Mixed-Humid,Morton
KS,20,131,4,A,Mixed-Humid,Nemaha
KS,20,133,4,A,Mixed-Humid,Neosho
KS,20,135,5,A,Cold,Ness
KS,20,137,5,A,Cold,Norton
KS,20,139,4,A,Mixed-Humid,Osage
KS,20,141,5,A,Cold,Osborne
KS,20,143,4,A,Mixed-Humid,Ottawa
KS,20,145,4,A,Mixed-Humid,Pawnee
KS,20,147,5,A,Cold,Phillips
KS,20,149,4,A,Mixed-Humid,Pottawatomie
KS,20,151,4,A,Mixed-Humid,Pratt
KS,20,153,5,A,Cold,Rawlins
KS,20,155,4,A,Mixed-Humid,Reno
KS,20,157,5,A,Cold,Republic
KS,20,159,4,A,Mixed-Humid,Rice
KS,20,161,4,A,Mixed-Humid,Riley
KS,20,163,5,A,Cold,Rooks
KS,20,165,4,A,Mixed-Humid,Rush
KS,20,167,4,A,Mixed-Humid,Russell
KS,20,169,4,A,Mixed-Humid,Saline
KS,20,171,5,A,Cold,Scott
KS,20,173,4,A,Mixed-Humid,Sedgwick
KS,20,175,4,A,Mixed-Humid,Seward
KS,20,177,4,A,Mixed-Humid,Shawnee
KS,20,179,5,A,Cold,Sheridan
KS,20,181,5,A,Cold,Sherman
KS,20,183,5,A,Cold,Smith
KS,20,185,4,A,Mixed-Humid,Stafford
KS,20,187,4,A,Mixed-Humid,Stanton
KS,20,189,4,A,Mixed-Humid,Stevens
KS,20,191,4,A,Mixed-Humid,Sumner
KS,20,193,5,A,Cold,Thomas
KS,20,195,5,A,Cold,Trego
KS,20,197,4,A,Mixed-Humid,Wabaunsee
KS,20,199,5,A,Cold,Wallace
KS,20,201,4,A,Mixed-Humid,Washington
KS,20,203,5,A,Cold,Wichita
KS,20,205,4,A,Mixed-Humid,Wilson
KS,20,207,4,A,Mixed-Humid,Woodson
KS,20,209,4,A,Mixed-Humid,Wyandotte
KY,21,1,4,A,Mixed-Humid,Adair
KY,21,3,4,A,Mixed-Humid,Allen
KY,21,5,4,A,Mixed-Humid,Anderson
KY,21,7,4,A,Mixed-Humid,Ballard
KY,21,9,4,A,Mixed-Humid,Barren
KY,21,11,4,A,Mixed-Humid,Bath
KY,21,13,4,A,Mixed-Humid,Bell
KY,21,15,4,A,Mixed-Humid,Boone
KY,21,17,4,A,Mixed-Humid,Bourbon
KY,21,19,4,A,Mixed-Humid,Boyd
KY,21,21,4,A,Mixed-Humid,Boyle
KY,21,23,4,A,Mixed-Humid,Bracken
KY,21,25,4,A,Mixed-Humid,Breathitt
KY,21,27,4,A,Mixed-Humid,Breckinridge
KY,21,29,4,A,Mixed-Humid,Bullitt
KY,21,31,4,A,Mixed-Humid,Butler
KY,21,33,4,A,Mixed-Humid,Caldwell
KY,21,35,4,A,Mixed-Humid,Calloway
KY,21,37,4,A,Mixed-Humid,Campbell
KY,21,39,4,A,Mixed-Humid,Carlisle
KY,21,41,4,A,Mixed-Humid,Carroll
KY,21,43,4,A,Mixed-Humid,Carter
KY,21,45,4,A,Mixed-Humid,Casey
KY,21,47,4,A,Mixed-Humid,Christian
KY,21,49,4,A,Mixed-Humid,Clark
KY,21,51,4,A,Mixed-Humid,Clay
KY,21,53,4,A,Mixed-Humid,Clinton
KY,21,55,4,A,Mixed-Humid,Crittenden
KY,21,57,4,A,Mixed-Humid,Cumberland
KY,21,59,4,A,Mixed-Humid,Daviess
KY,21,61,4,A,Mixed-Humid,Edmonson
KY,21,63,4,A,Mixed-Humid,Elliott
KY,21,65,4,A,Mixed-Humid,Estill
KY,21,67,4,A,Mixed-Humid,Fayette
KY,21,69,4,A,Mixed-Humid,Fleming
KY,21,71,4,A,Mixed-Humid,Floyd
KY,21,73,4,A,Mixed-Humid,Franklin
KY,21,75,4,A,Mixed-Humid,Fulton
KY,21,77,4,A,Mixed-Humid,Gallatin
KY,21,79,4,A,Mixed-Humid,Garrard
KY,21,81,4,A,Mixed-Humid,Grant
KY,21,83,4,A,Mixed-Humid,Graves
KY,21,85,4,A,Mixed-Humid,Grayson
KY,21,87,4,A,Mixed-Humid,Green
KY,21,89,4,A,Mixed-Humid,Greenup
KY,21,91,4,A,Mixed-Humid,Hancock
KY,21,93,4,A,Mixed-Humid,Hardin
KY,21,95,4,A,Mixed-Humid,Harlan
KY,21,97,4,A,Mixed-Humid,Harrison
KY,21,99,4,A,Mixed-Humid,Hart
KY,21,101,4,A,Mixed-Humid,Henderson
KY,21,103,4,A,Mixed-Humid,Henry
KY,21,105,4,A,Mixed-Humid,Hickman
KY,21,107,4,A,Mixed-Humid,Hopkins
KY,21,109,4,A,Mixed-Humid,Jackson
KY,21,111,4,A,Mixed-Humid,Jefferson
KY,21,113,4,A,Mixed-Humid,Jessamine
KY,21,115,4,A,Mixed-Humid,Johnson
KY,21,117,4,A,Mixed-Humid,Kenton
KY,21,119,4,A,Mixed-Humid,Knott
KY,21,121,4,A,Mixed-Humid,Knox
KY,21,123,4,A,Mixed-Humid,Larue
KY,21,125,4,A,Mixed-Humid,Laurel
KY,21,127,4,A,Mixed-Humid,Lawrence
KY,21,129,4,A,Mixed-Humid,Lee
KY,21,131,4,A,Mixed-Humid,Leslie
KY,21,133,4,A,Mixed-Humid,Letcher
KY,21,135,4,A,Mixed-Humid,Lewis
KY,21,137,4,A,Mixed-Humid,Lincoln
KY,21,139,4,A,Mixed-Humid,Livingston
KY,21,141,4,A,Mixed-Humid,Logan
KY,21,143,4,A,Mixed-Humid,Lyon
KY,21,145,4,A,Mixed-Humid,McCracken
KY,21,147,4,A,Mixed-Humid,McCreary
KY,21,149,4,A,Mixed-Humid,McLean
KY,21,151,4,A,Mixed-Humid,Madison
KY,21,153,4,A,Mixed-Humid,Magoffin
KY,21,155,4,A,Mixed-Humid,Marion
KY,21,157,4,A,Mixed-Humid,Marshall
